datetime,Seattle
2015-01-05,283.37275
2015-01-06,281.8607916666666
2015-01-07,278.2895
2015-01-08,277.84416666666664
2015-01-09,277.8485208333334
2015-01-10,277.7149375
2015-01-11,279.2015416666667
2015-01-12,279.9952083333333
2015-01-13,277.2253125
2015-01-14,276.0341249999999
2015-01-15,274.98029166666674
2015-01-16,280.9169791666667
2015-01-17,276.7116458333333
2015-01-18,282.2297916666666
2015-01-19,280.72520833333334
2015-01-20,278.833375
2015-01-21,276.64491666666663
2015-01-22,278.34191666666663
2015-01-23,280.7048125
2015-01-24,284.7032708333333
2015-01-25,283.70972916666665
2015-01-26,281.519875
2015-01-27,282.93483333333336
2015-01-28,281.39633333333336
2015-01-29,279.31233333333336
2015-01-30,278.02893750000004
2015-01-31,277.30724999999995
2015-02-01,278.7795833333333
2015-02-02,279.6569375000001
2015-02-03,280.9565416666666
2015-02-04,279.5023125
2015-02-05,282.08308333333343
2015-02-06,285.74639583333334
2015-02-07,283.8872291666667
2015-02-08,283.35685416666666
2015-02-09,283.0724166666667
2015-02-10,283.02377083333334
2015-02-11,280.75558333333333
2015-02-12,282.49806250000006
2015-02-13,282.7086666666667
2015-02-14,283.199625
2015-02-15,280.89270833333325
2015-02-16,280.5974791666667
2015-02-17,280.76224999999994
2015-02-18,280.3549583333333
2015-02-19,281.2677291666667
2015-02-20,281.31460416666664
2015-02-21,280.6479375
2015-02-22,278.4241875000001
2015-02-23,277.56802083333326
2015-02-24,277.9589375000001
2015-02-25,278.99793750000003
2015-02-26,280.72529166666664
2015-02-27,280.2348958333334
2015-02-28,280.17562499999997
2015-03-01,277.5222916666667
2015-03-02,279.86812499999996
2015-03-03,277.5259166666667
2015-03-04,276.2224166666666
2015-03-05,277.64318749999995
2015-03-06,278.8400625
2015-03-07,279.5726875
2015-03-08,280.72325
2015-03-09,281.07812500000006
2015-03-10,280.31027083333333
2015-03-11,282.64833333333337
2015-03-12,284.6854166666666
2015-03-13,283.4984375000001
2015-03-14,285.28175
2015-03-15,282.28831249999996
2015-03-16,281.0234166666667
2015-03-17,281.78112500000003
